,SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
460,BRCA2,P51587,physical,KAT2B,Q92831,BIOGRID
463,LMNA,P02545,physical,ARPIN,H0YMP5,BIOGRID
465,MAP3K8,P41279,physical,STIP1,P31948,BIOGRID
466,STAT3,P40763,physical,PML,P29590,BIOGRID
467,FASLG,P48023,physical,SNX9,Q9Y5X1,BIOGRID
468,DOT1L,Q8TEK3,physical,STAT1,P42224,BIOGRID
469,SKP1,P63208,physical,TTC21A,Q8NDW8,BIOGRID
471,PRPF4,O43172,physical,ENAH,Q8N8S7,BIOGRID
472,IFIT3,O14879,physical,IFIT2,P09913,BIOGRID
474,SQSTM1,Q13501,physical,Gria1,F6YNQ1,BIOGRID
475,FASLG,P48023,physical,CASP8,A0A024R3Z8,BIOGRID
476,NEDD4,P46934,physical,BRCA2,P51587,BIOGRID
477,LMNA,P02545,physical,AHCTF1,Q8WYP5,BIOGRID
478,NDUFA13,Q9P0J0,physical,SLC25A6,P12236,BIOGRID
479,TRIM63,Q969Q1,physical,SQSTM1,Q13501,BIOGRID
480,FASLG,P48023,physical,GRB2,B0LPF3,BIOGRID
481,ING1,A0A0C4DFW2,physical,RBBP4,Q09028,BIOGRID
482,SORT1,Q99523,physical,ASS1,P00966,BIOGRID
483,CUL3,A0A024R475,physical,SKP1,P63208,BIOGRID
484,SASS6,B4DYM7,physical,SQSTM1,Q13501,BIOGRID
485,NTM,B7Z1I4,physical,CALR,P27797,BIOGRID
486,SQSTM1,Q13501,physical,Ubc,P0CG50,BIOGRID
487,EIF2AK2,P19525,physical,MOV10,Q5JR04,BIOGRID
488,SQSTM1,Q13501,physical,C10orf2,E5KSY5,BIOGRID
489,BCCIP,Q9P287,physical,SMS,P52788,BIOGRID
490,STAT1,P42224,physical,IGBP1,P78318,BIOGRID
491,CLN5,A0A024R644,physical,CALR,P27797,BIOGRID
492,BARD1,A0A087WZ19,physical,BRCA2,P51587,BIOGRID
493,FN1,B7ZLE5,physical,ITGAV,P06756,BIOGRID
494,LMNA,P02545,physical,THRAP3,Q9Y2W1,BIOGRID
495,PIFO,Q8TCI5,physical,RAP2A,P10114,BIOGRID
497,TARBP2,A0A024RB49,physical,EIF2AK2,P19525,BIOGRID
499,CYP2S1,Q96SQ9,physical,RAP2A,P10114,BIOGRID
501,STAT1,P42224,physical,NAA10,B7Z9N2,BIOGRID
502,SKP1,P63208,physical,SSU72,Q9NP77,BIOGRID
503,ATG8,P38182,physical,SQSTM1,Q13501,BIOGRID
504,MYC,A0A087WVR4,physical,LMNA,P02545,BIOGRID
505,SQSTM1,Q13501,physical,PARK2,O60260,BIOGRID
506,C12orf74,Q32Q52,physical,TUBA4A,P68366,BIOGRID
507,ING1,A0A0C4DFW2,physical,LMNA,P02545,BIOGRID
510,PRMT1,A0A087X1W2,physical,STAT1,P42224,BIOGRID
511,PIK3CA,P42336,physical,SQSTM1,Q13501,BIOGRID
512,BARD1,A0A087WZ19,physical,BCCIP,Q9P287,BIOGRID
513,SORT1,Q99523,physical,TXNDC11,Q6PKC3,BIOGRID
514,PARP10,B4E0C4,physical,SQSTM1,Q13501,BIOGRID
515,ABI3,Q9P2A4,physical,ENAH,Q8N8S7,BIOGRID
516,KDM2A,I3VM53,physical,SKP1,P63208,BIOGRID
517,MEF2D,Q14814,physical,HDAC5,Q9UQL6,BIOGRID
518,NAGK,C9JEV6,physical,BCCIP,Q9P287,BIOGRID
520,SQSTM1,Q13501,physical,RAD54L2,B3KV54,BIOGRID
521,NMI,Q13287,physical,STAT1,P42224,BIOGRID
522,SQSTM1,Q13501,physical,HSPA5,P11021,BIOGRID
523,SKP1,P63208,physical,MAGEC2,Q9UBF1,BIOGRID
524,CCDC8,G8IFA7,physical,LMNA,P02545,BIOGRID
526,NABP2,A0A024RB89,physical,SKP1,P63208,BIOGRID
527,BRCA2,P51587,physical,XRCC3,O43542,BIOGRID
528,STAT3,P40763,physical,PIAS3,B3KNI3,BIOGRID
530,NAAA,Q02083,physical,ITGAV,P06756,BIOGRID
532,FBXO46,Q6PJ61,physical,SKP1,P63208,BIOGRID
534,KATNA1,A8K7S5,physical,KATNB1,Q9BVA0,BIOGRID
535,NBR1,A0A024R1V3,physical,SQSTM1,Q13501,BIOGRID
536,SQSTM1,Q13501,physical,RIPK1,A0A024QZU0,BIOGRID
537,DSN1,A8K3X3,physical,BRCA2,P51587,BIOGRID
538,STAT1,P42224,physical,MCM5,B1AHB0,BIOGRID
539,ANGPT2,O15123,physical,ITGAV,P06756,BIOGRID
542,GABARAPL2,P60520,physical,RAP2A,P10114,BIOGRID
543,MYC,A0A087WVR4,physical,SQSTM1,Q13501,BIOGRID
544,Ncstn,P57716,physical,NDUFA13,Q9P0J0,BIOGRID
545,SQSTM1,Q13501,physical,MAP1LC3C,Q9BXW4,BIOGRID
546,SORT1,Q99523,physical,LMTK2,Q8IWU2,BIOGRID
547,SORT1,Q99523,physical,NOL6,Q9H6R4,BIOGRID
548,NDUFA13,Q9P0J0,physical,NDUFB5,A0A087WYD0,BIOGRID
549,RBBP4,Q09028,physical,AEBP2,Q6ZN18,BIOGRID
550,MBD3L2,Q8NHZ7,physical,RBBP4,Q09028,BIOGRID
551,TUBA4A,P68366,physical,EEF1A1,P68104,BIOGRID
552,NDUFA13,Q9P0J0,physical,ECSIT,Q9BQ95,BIOGRID
553,ANXA4,P09525,physical,MPST,A0A140VJX3,BIOGRID
554,BCL11B,L8B567,physical,RBBP4,Q09028,BIOGRID
556,SKP1,P63208,physical,FBXO31,A0A0C4DGU8,BIOGRID
559,NTRK1,P04629,physical,SORT1,Q99523,BIOGRID
562,BNIP1,Q12981,physical,SQSTM1,Q13501,BIOGRID
563,NCSTN,B4DR82,physical,RAP2A,P10114,BIOGRID
566,ZFHX3,Q15911,physical,STAT3,P40763,BIOGRID
567,MAP2K4,P45985,physical,MAPK8,A1L4K2,BIOGRID
568,FBXL2,Q9UKC9,physical,SKP1,P63208,BIOGRID
571,KIF4A,O95239,physical,BRCA2,P51587,BIOGRID
572,BAIAP2,I3L4C2,physical,ENAH,Q8N8S7,BIOGRID
573,FASLG,P48023,physical,MOSPD2,Q8NHP6,BIOGRID
575,ATG5,A9UGY9,physical,SQSTM1,Q13501,BIOGRID
576,EWSR1,Q01844,physical,CALR,P27797,BIOGRID
577,MAVS,Q7Z434,physical,EIF2AK2,P19525,BIOGRID
580,SAP30,O75446,physical,RBBP4,Q09028,BIOGRID
581,SQSTM1,Q13501,physical,STAT5A,A8K6I5,BIOGRID
584,MTOR,P42345,physical,STAT3,P40763,BIOGRID
585,NEDD4L,A0A024R281,physical,AURKC,Q9UQB9,BIOGRID
586,FASLG,P48023,physical,SAMSN1,Q9NSI8,BIOGRID
587,ENAH,Q8N8S7,physical,COPS4,A0A0S2Z5H7,BIOGRID
588,MYBL2,P10244,physical,RBBP4,Q09028,BIOGRID
589,AURKC,Q9UQB9,physical,INCENP,Q9NQS7,BIOGRID
593,KERA,O60938,physical,SQSTM1,Q13501,BIOGRID
594,EIF2AK2,P19525,physical,PABPC4,Q13310,BIOGRID
595,FASLG,P48023,physical,NCK1,A0A0S2Z4Y3,BIOGRID
596,SRI,B4DHQ6,physical,STAT3,P40763,BIOGRID
597,BCCIP,Q9P287,physical,ALDH9A1,B9EKV4,BIOGRID
598,LIMK2,A0A024R1H6,physical,TUBA4A,P68366,BIOGRID
599,MEF2D,Q14814,physical,SKP2,A0A024R069,BIOGRID
602,GGA1,Q9UJY5,physical,SORT1,Q99523,BIOGRID
603,TUBGCP2,Q53EQ3,physical,TUBA4A,P68366,BIOGRID
604,FGFR1,A0A0S2Z3Q6,physical,STAT3,P40763,BIOGRID
609,STAT1,P42224,physical,PDGFRA,P16234,BIOGRID
610,EZR,P15311,physical,FASLG,P48023,BIOGRID
611,NSMCE4A,Q9NXX6,physical,BRCA2,P51587,BIOGRID
612,Katna1,E9PZI6,physical,KATNB1,Q9BVA0,BIOGRID
615,FBXO18,B3KV95,physical,SKP1,P63208,BIOGRID
616,SQSTM1,Q13501,physical,PSMD3,O43242,BIOGRID
618,TP53,A0A087WT22,physical,ENAH,Q8N8S7,BIOGRID
620,SQSTM1,Q13501,physical,NSUN4,A8K8I8,BIOGRID
624,Chaf1a,Q9QWF0,physical,RBBP4,Q09028,BIOGRID
626,SQSTM1,Q13501,physical,MTOR,P42345,BIOGRID
627,STAT3,P40763,physical,HDAC3,O15379,BIOGRID
628,PCGF2,A0A024R1V6,physical,LMNA,P02545,BIOGRID
629,TUBA1A,Q71U36,physical,SQSTM1,Q13501,BIOGRID
630,FASLG,P48023,physical,OSTF1,Q92882,BIOGRID
631,CALR,P27797,physical,PRKACA,A0A024R7J0,BIOGRID
632,LMNA,P02545,physical,TFIP11,A0A024R1I7,BIOGRID
633,RBBP4,Q09028,physical,POLD3,A0A024R5M8,BIOGRID
634,CDKN1B,P46527,physical,SKP1,P63208,BIOGRID
636,SORT1,Q99523,physical,FBXL19,H3BVB1,BIOGRID
638,STAT1,P42224,physical,JUN,P05412,BIOGRID
640,TBK1,Q9UHD2,physical,SKP1,P63208,BIOGRID
641,BAG3,O95817,physical,BDKRB2,P30411,BIOGRID
642,IRF4,Q15306,physical,SPI1,P17947,BIOGRID
643,SQSTM1,Q13501,physical,INA,Q16352,BIOGRID
644,LMNA,P02545,physical,DGCR14,F8WEF8,BIOGRID
645,CD96,E9PEJ1,physical,SQSTM1,Q13501,BIOGRID
646,ELAVL1,Q15717,physical,STAT3,P40763,BIOGRID
648,SQSTM1,Q13501,physical,ARHGEF28,Q8N1W1,BIOGRID
649,NCOR1,A0A024RD47,physical,RBBP4,Q09028,BIOGRID
650,EIF2AK2,P19525,physical,CDK3,Q00526,BIOGRID
651,MYC,A0A087WVR4,physical,SKP1,P63208,BIOGRID
652,SQSTM1,Q13501,physical,MALT1,A8K5S1,BIOGRID
653,GABARAPL2,P60520,physical,SQSTM1,Q13501,BIOGRID
656,NPM1,A0A0S2Z491,physical,SQSTM1,Q13501,BIOGRID
658,FBXW12,Q6X9E4,physical,SKP1,P63208,BIOGRID
659,SQSTM1,Q13501,physical,MBP,A0A024R384,BIOGRID
661,MAP2K4,P45985,genetic,MAP2K7,B4DV95,BIOGRID
662,HDAC1,Q13547,physical,STAT3,P40763,BIOGRID
663,HDAC4,P56524,physical,MEF2D,Q14814,BIOGRID
664,FBXW7,G0Z2K0,genetic,ITGAV,P06756,BIOGRID
667,FAM60A,Q9NP50,physical,RBBP4,Q09028,BIOGRID
668,ATR,Q13535,physical,BRCA2,P51587,BIOGRID
669,EIF2AK2,P19525,physical,DHX30,A0A024R2T6,BIOGRID
670,RUNX1,Q01196,physical,SPI1,P17947,BIOGRID
672,RBBP4,Q09028,physical,GNL3,Q9BVP2,BIOGRID
675,FASLG,P48023,physical,NCK2,A0A0S2Z4M6,BIOGRID
676,FASLG,P48023,physical,YES1,P07947,BIOGRID
678,CCNJL,B4DZA8,physical,TUBA4A,P68366,BIOGRID
680,TBL1Y,A0A024R189,physical,TUBA4A,P68366,BIOGRID
681,HDAC3,O15379,physical,RBBP4,Q09028,BIOGRID
682,MORC4,B4DTP6,physical,STAT3,P40763,BIOGRID
683,SORT1,Q99523,physical,ICAM5,Q8N6I2,BIOGRID
684,SORT1,Q99523,physical,HSD17B4,A0A0S2Z4J1,BIOGRID
686,PSMD4,P55036,physical,SQSTM1,Q13501,BIOGRID
687,CAND1,Q86VP6,physical,SKP1,P63208,BIOGRID
688,PPME1,A0A140VK39,physical,CALR,P27797,BIOGRID
690,VASN,Q6EMK4,physical,TUBA4A,P68366,BIOGRID
691,ECH1,Q13011,physical,STAT3,P40763,BIOGRID
694,EGFR,B7Z2I3,physical,STAT1,P42224,BIOGRID
695,SORT1,Q99523,physical,COPA,P53621,BIOGRID
696,BACE1,A0A024R3D5,physical,GGA2,Q9UJY4,BIOGRID
697,LINC00341,,physical,SQSTM1,Q13501,BIOGRID
698,CUL7,Q14999,physical,CALR,P27797,BIOGRID
699,SLC18A1,P54219,physical,TUBA4A,P68366,BIOGRID
704,LMNA,P02545,physical,DNAJC1,Q96KC8,BIOGRID
705,PRG3,Q9Y2Y8,physical,TUBA4A,P68366,BIOGRID
707,RP2,A0A1B2JLU2,physical,STAT3,P40763,BIOGRID
708,FGR,P09769,physical,FASLG,P48023,BIOGRID
709,SQSTM1,Q13501,physical,PIK3R1,P27986,BIOGRID
712,KLK11,A0A1R3UDR5,physical,TUBA4A,P68366,BIOGRID
713,MAST1,Q9Y2H9,physical,IFIT3,O14879,BIOGRID
715,CUL7,Q14999,physical,RBBP4,Q09028,BIOGRID
716,TRAF1,Q13077,physical,SKP1,P63208,BIOGRID
717,RBBP4,Q09028,physical,ZFPM1,Q8IX07,BIOGRID
720,FBXO45,P0C2W1,physical,SKP1,P63208,BIOGRID
722,CSNK2A1,P68400,physical,SPI1,P17947,BIOGRID
725,NTRK1,P04629,physical,ITGAV,P06756,BIOGRID
726,NPM1,A0A0S2Z491,physical,BCCIP,Q9P287,BIOGRID
727,EIF2AK2,P19525,physical,PPP1CC,A0A024RBP2,BIOGRID
728,CUL4B,K4DI93,physical,TUBA4A,P68366,BIOGRID
729,FASLG,P48023,physical,FADD,Q13158,BIOGRID
732,APBB1,B7Z4M9,physical,ENAH,Q8N8S7,BIOGRID
734,MAP2K4,P45985,physical,PML,P29590,BIOGRID
738,TUBA1C,B7Z1K5,physical,TUBA4A,P68366,BIOGRID
740,MAP2K4,P45985,physical,MAP3K3,J3KRN4,BIOGRID
743,SQSTM1,Q13501,physical,PSMC2,A0A140VK70,BIOGRID
744,SERINC3,Q13530,physical,XPO5,Q9HAV4,BIOGRID
746,PACSIN2,Q6FIA3,physical,FASLG,P48023,BIOGRID
747,GGA2,Q9UJY4,physical,CLTC,A0A087WVQ6,BIOGRID
748,FYCO1,Q9BQS8,physical,LMNA,P02545,BIOGRID
749,FASLG,P48023,physical,CLPX,A0A024R5X7,BIOGRID
751,SQSTM1,Q13501,physical,LDHA,P00338,BIOGRID
753,KLF4,O43474,physical,SKP1,P63208,BIOGRID
755,HIST1H3E,P68431,physical,LMNA,P02545,BIOGRID
756,tus,P16525,physical,TUBA4A,P68366,BIOGRID
758,AARSD1,Q9BTE6,physical,BRCA2,P51587,BIOGRID
759,TXNDC15,Q7Z345,physical,TUBA4A,P68366,BIOGRID
760,VSIG1,Q86XK7,physical,TUBA4A,P68366,BIOGRID
761,EIF2AK2,P19525,physical,SSB,P05455,BIOGRID
762,RPS27,P42677,physical,TUBA4A,P68366,BIOGRID
763,ST3GAL1,A0A024R9L6,physical,ITGAV,P06756,BIOGRID
764,TBK1,Q9UHD2,physical,IFIT3,O14879,BIOGRID
768,COPS5,A0A024R7W9,physical,TUBA4A,P68366,BIOGRID
769,MAGEA11,G5E962,physical,SKP1,P63208,BIOGRID
772,FAM46A,Q96IP4,physical,BCCIP,Q9P287,BIOGRID
775,LMNA,P02545,physical,PCNP,Q8WW12,BIOGRID
777,IFIT3,O14879,physical,MOV10,Q5JR04,BIOGRID
778,PRMT3,A0A0A0MSN7,physical,STAT1,P42224,BIOGRID
779,SERINC3,Q13530,physical,SLC16A1,A0A024R0H1,BIOGRID
780,EZH2,A0A090N8E9,physical,RBBP4,Q09028,BIOGRID
781,BRCA1,A0A024R1V0,physical,BRCA2,P51587,BIOGRID
782,BRCA2,P51587,physical,FANCG,O15287,BIOGRID
783,EED,E9PJK2,physical,RBBP4,Q09028,BIOGRID
785,Set,Q3T9S3,physical,RBBP4,Q09028,BIOGRID
786,MORF4L1,Q9UBU8,physical,BRCA2,P51587,BIOGRID
788,SCLT1,D6RBA6,physical,NDUFA13,Q9P0J0,BIOGRID
790,LMNA,P02545,physical,MASTL,Q96GX5,BIOGRID
791,ITGAV,P06756,physical,LGALS3BP,A0A0S2Z3Y1,BIOGRID
795,EIF2AK2,P19525,physical,EIF6,P56537,BIOGRID
796,RBBP4,Q09028,physical,BANF1,A0A024R5H0,BIOGRID
797,STAT3,P40763,physical,NFKB1,A0A024RDJ4,BIOGRID
798,DDX39B,A0A024RCM3,physical,RBBP4,Q09028,BIOGRID
799,STAT3,P40763,physical,STMN1,A0A140VJW2,BIOGRID
800,PRKCD,A0A024R328,physical,STAT1,P42224,BIOGRID
801,SQSTM1,Q13501,physical,NEFM,P07197,BIOGRID
802,IFIT3,O14879,physical,SF3B3,A8K6V3,BIOGRID
803,FASLG,P48023,physical,MYO15A,Q9UKN7,BIOGRID
804,TRAF3,A6NHG8,physical,IFIT3,O14879,BIOGRID
805,ANXA4,P09525,physical,ANXA7,B2R657,BIOGRID
808,RPA2,B4DUL2,physical,STAT3,P40763,BIOGRID
810,STAT3,P40763,physical,KLF15,Q9UIH9,BIOGRID
811,LMNA,P02545,physical,CXorf56,Q9H5V9,BIOGRID
812,GGA2,Q9UJY4,physical,VPS18,A0A024R9R3,BIOGRID
813,STAT1,P42224,physical,EIF1AD,A0A024R5B9,BIOGRID
814,MIB1,Q86YT6,physical,RBBP4,Q09028,BIOGRID
815,LMNA,P02545,physical,LBR,Q14739,BIOGRID
816,MAP2K4,P45985,physical,AKT1,B0LPE5,BIOGRID
817,CDKN1A,A0A024RCX5,physical,STAT3,P40763,BIOGRID
819,SIRT2,A0A024R0G8,physical,TUBA4A,P68366,BIOGRID
820,HDAC3,O15379,physical,MEF2D,Q14814,BIOGRID
822,Cep78,Q6IRU7,physical,SQSTM1,Q13501,BIOGRID
823,FASLG,P48023,physical,SRC,P12931,BIOGRID
824,IFIT3,O14879,physical,SNRNP70,A0A024QZD5,BIOGRID
826,RPA2,B4DUL2,physical,TUBA4A,P68366,BIOGRID
827,SQSTM1,Q13501,physical,CEP78,A8MST6,BIOGRID
828,TRIM21,P19474,physical,SQSTM1,Q13501,BIOGRID
831,FBXO25,A0A024QZ88,physical,SKP1,P63208,BIOGRID
832,TSSC1,A8MUM1,physical,TUBA4A,P68366,BIOGRID
834,PTK2,Q05397,physical,STAT1,P42224,BIOGRID
835,UBE2I,A8K503,physical,LMNA,P02545,BIOGRID
836,NDUFA13,Q9P0J0,physical,TMEM126B,A0A024R5L4,BIOGRID
837,HIST2H3C,Q71DI3,physical,STAT1,P42224,BIOGRID
839,IL27RA,Q6UWB1,physical,STAT1,P42224,BIOGRID
840,STAT1,P42224,physical,IRF1,P10914,BIOGRID
841,GGA2,Q9UJY4,physical,APP,A0A0A0MRG2,BIOGRID
843,HIV2gp7,P18094,physical,SQSTM1,Q13501,BIOGRID
844,IFIT3,O14879,physical,DSP,B4DKX6,BIOGRID
846,CSNK2A2,P19784,physical,SQSTM1,Q13501,BIOGRID
847,RAC1,A4D2P0,physical,STAT3,P40763,BIOGRID
848,TCEAL1,Q15170,physical,STAT3,P40763,BIOGRID
849,EZH2,A0A090N8E9,physical,ANXA4,P09525,BIOGRID
854,EIF2AK2,P19525,physical,NOC3L,Q8WTT2,BIOGRID
855,TCEA1,B7Z4W0,physical,BCCIP,Q9P287,BIOGRID
857,CCNA2,P20248,physical,EIF2AK2,P19525,BIOGRID
858,PML,P29590,physical,STAT1,P42224,BIOGRID
861,SYNPO2,B4E258,physical,SQSTM1,Q13501,BIOGRID
864,BRCA2,P51587,physical,TP53,A0A087WT22,BIOGRID
866,IFIT3,O14879,physical,SSB,P05455,BIOGRID
868,SREBF1,A8MTU8,physical,LMNA,P02545,BIOGRID
870,EIF2AK2,P19525,physical,ATP6V1F,A4D1K0,BIOGRID
871,ABCE1,P61221,physical,NDUFA13,Q9P0J0,BIOGRID
873,STAT3,P40763,physical,PIK3R2,O00459,BIOGRID
874,SPI1,P17947,physical,GFI1,Q99684,BIOGRID
875,TRIM13,A0A024RDU3,physical,SQSTM1,Q13501,BIOGRID
876,LMNA,P02545,physical,MRE11A,A0A024R395,BIOGRID
879,PSMD10,O75832,physical,SQSTM1,Q13501,BIOGRID
880,STAT1,P42224,physical,DCTN1,Q14203,BIOGRID
881,DYNLT1,P63172,physical,LMNA,P02545,BIOGRID
882,TFAP4,Q01664,physical,SKP1,P63208,BIOGRID
883,TRIM28,Q13263,physical,STAT3,P40763,BIOGRID
884,GML,Q99445,physical,TUBA4A,P68366,BIOGRID
885,DNAJC3,A8KA82,physical,EIF2AK2,P19525,BIOGRID
886,PAFAH1B1,P43034,physical,KATNB1,Q9BVA0,BIOGRID
887,ELF3,A0A024R974,physical,CALR,P27797,BIOGRID
888,STAT3,P40763,physical,PTPN2,A8K3N4,BIOGRID
889,FBXL17,Q9UF56,physical,SKP1,P63208,BIOGRID
891,FBXO24,A4D2D3,physical,SKP1,P63208,BIOGRID
892,HUWE1,A0A024R9W5,physical,RBBP4,Q09028,BIOGRID
893,COPS6,Q7L5N1,physical,TUBA4A,P68366,BIOGRID
894,AURKC,Q9UQB9,physical,MYH4,Q9Y623,BIOGRID
898,MEF2D,Q14814,physical,MEN1,A0A024R5D2,BIOGRID
899,TRIM28,Q13263,physical,STAT1,P42224,BIOGRID
902,Htt,G3X9H5,physical,NDUFA13,Q9P0J0,BIOGRID
903,OBSL1,O75147,physical,LMNA,P02545,BIOGRID
904,FASLG,P48023,physical,FNBP1,B7ZL13,BIOGRID
905,HNRNPA2B1,P22626,physical,SQSTM1,Q13501,BIOGRID
906,RBBP4,Q09028,physical,SMARCA1,A0A0A0MRP6,BIOGRID
907,STAT3,P40763,physical,FAM208B,Q5VWN6,BIOGRID
909,Cry2,Q9R194,physical,SKP1,P63208,BIOGRID
912,SORT1,Q99523,physical,XRCC2,O43543,BIOGRID
913,ILK,Q13418,physical,TUBA4A,P68366,BIOGRID
914,STAT1,P42224,physical,JAK1,P23458,BIOGRID
915,E2F1,Q01094,physical,STAT1,P42224,BIOGRID
917,FASLG,P48023,physical,CRK,A0A0S2Z3K9,BIOGRID
918,STAT3,P40763,physical,JUN,P05412,BIOGRID
920,TUBA4A,P68366,physical,DAAM1,Q9Y4D1,BIOGRID
921,LMNA,P02545,physical,MDC1,A0A1U9XBC1,BIOGRID
923,BCCIP,Q9P287,physical,GRWD1,Q9BQ67,BIOGRID
924,CALR,P27797,physical,RNY4,,BIOGRID
925,Eif3i,Q9QZD9,physical,ITGAV,P06756,BIOGRID
926,TRPV5,A0A0A6YY98,physical,STAT3,P40763,BIOGRID
929,LMNA,P02545,physical,WDR70,Q9NW82,BIOGRID
932,STAT3,P40763,physical,KHDRBS1,Q07666,BIOGRID
933,DAB2IP,Q5VWQ8,physical,SKP1,P63208,BIOGRID
934,LMNA,P02545,physical,HNRNPA2B1,P22626,BIOGRID
935,DNAI1,A0A087WWV9,physical,SQSTM1,Q13501,BIOGRID
936,STAT1,P42224,physical,HSP90AB1,A0A024RD80,BIOGRID
937,TRAF2,A0A024R8H5,physical,EIF2AK2,P19525,BIOGRID
938,SNX32,A0A024R589,physical,BRCA2,P51587,BIOGRID
939,NDUFA13,Q9P0J0,physical,CST1,P01037,BIOGRID
940,MBD2,A0A024R2B8,physical,RBBP4,Q09028,BIOGRID
942,rev,P04618,physical,CALR,P27797,BIOGRID
943,FASLG,P48023,physical,EIF2AK1,A0A024QZU1,BIOGRID
944,CARM1,Q86X55,physical,MEF2D,Q14814,BIOGRID
945,FASLG,P48023,physical,PIK3CA,P42336,BIOGRID
946,LGALS3BP,A0A0S2Z3Y1,physical,ENAH,Q8N8S7,BIOGRID
949,IRAK2,O43187,physical,TUBA4A,P68366,BIOGRID
950,ECSIT,Q9BQ95,physical,IFIT3,O14879,BIOGRID
951,ILK,Q13418,physical,LMNA,P02545,BIOGRID
954,NDUFA13,Q9P0J0,physical,ATP5J,P18859,BIOGRID
955,HGS,A0A0S2Z4R4,physical,GGA2,Q9UJY4,BIOGRID
957,RET,A0A024R7T2,physical,STAT3,P40763,BIOGRID
958,SQSTM1,Q13501,physical,WDFY3,A0A024RDI0,BIOGRID
959,EBNA-LP,A0A0S2YQH1,physical,RBBP4,Q09028,BIOGRID
960,DMC1,Q14565,physical,BRCA2,P51587,BIOGRID
961,TRRAP,Q9Y4A5,physical,SKP1,P63208,BIOGRID
962,PIP4K2A,P48426,physical,SKP1,P63208,BIOGRID
963,TBK1,Q9UHD2,physical,SQSTM1,Q13501,BIOGRID
964,FBXO42,A0A024QZB0,physical,SKP1,P63208,BIOGRID
968,gag,P04591,physical,EIF2AK2,P19525,BIOGRID
971,FN1,B7ZLE5,physical,RBBP4,Q09028,BIOGRID
972,FBXW2,B4DT60,physical,SKP1,P63208,BIOGRID
973,NDUFA13,Q9P0J0,physical,NDUFS4,A0A0S2Z433,BIOGRID
974,RPL10,A0A087WV22,physical,EIF2AK2,P19525,BIOGRID
977,MLF1,A0A0S2Z4A4,physical,BRCA2,P51587,BIOGRID
980,CCND1,P24385,physical,SKP1,P63208,BIOGRID
982,STAT1,P42224,physical,SMARCA4,A7E2E1,BIOGRID
984,STAT3,P40763,physical,FAM117B,Q6P1L5,BIOGRID
987,CCDC8,G8IFA7,physical,STAT1,P42224,BIOGRID
988,FUS,P35637,physical,MEF2D,Q14814,BIOGRID
989,EPHA5,B7ZKJ3,physical,STAT3,P40763,BIOGRID
991,FBXO3,Q49AF1,physical,SKP1,P63208,BIOGRID
994,DCAF7,P61962,physical,SKP1,P63208,BIOGRID
996,DCP2,Q8IU60,physical,SQSTM1,Q13501,BIOGRID
997,TP53INP1,A0A024R9C8,physical,SQSTM1,Q13501,BIOGRID
999,MAP3K11,A0A024R5E6,physical,MAP2K4,P45985,BIOGRID
1000,EIF2AK2,P19525,physical,TYK2,A0A024R7E4,BIOGRID
1001,RNF138,A0A140VJT9,physical,RBBP4,Q09028,BIOGRID
1002,FASLG,P48023,physical,KRT40,Q6A162,BIOGRID
1003,SORT1,Q99523,physical,CDRT4,D3DTT2,BIOGRID
1004,BID,A8ASI8,physical,SQSTM1,Q13501,BIOGRID
1005,PIK3CA,P42336,physical,STAT1,P42224,BIOGRID
1006,LMNA,P02545,physical,RANBP2,P49792,BIOGRID
1007,LMNA,P02545,physical,CHD8,Q9HCK8,BIOGRID
1008,RABL2A,B7ZBD5,physical,BRCA2,P51587,BIOGRID
1009,MAP2K4,P45985,physical,APP,A0A0A0MRG2,BIOGRID
1013,LMNB1,B4DZT3,physical,LMNA,P02545,BIOGRID
1015,DDX24,Q9GZR7,physical,BCCIP,Q9P287,BIOGRID
1016,SKI,P12755,physical,SPI1,P17947,BIOGRID
1017,NCL,A0A024R4A0,physical,ITGAV,P06756,BIOGRID
1018,KPNA1,B3KXZ2,physical,RBBP4,Q09028,BIOGRID
1019,CALR,P27797,physical,HLA-E,A8K8M6,BIOGRID
1021,NDUFA9,Q16795,physical,ACAP2,Q15057,BIOGRID
1022,UCHL5,Q9Y5K5,physical,ANXA4,P09525,BIOGRID
1023,CUL5,Q93034,physical,TUBA4A,P68366,BIOGRID
1024,CD40,A0A0S2Z349,physical,CALR,P27797,BIOGRID
1025,RPN2,P04844,physical,RBBP4,Q09028,BIOGRID
1026,SORT1,Q99523,physical,MED13L,Q71F56,BIOGRID
1027,GGA2,Q9UJY4,physical,RABEP1,B4DMM4,BIOGRID
1028,LMNA,P02545,physical,CTNNB1,A0A024R2Q3,BIOGRID
1029,KATNB1,Q9BVA0,physical,Ndel1,Q9ERR1,BIOGRID
1030,LMNA,P02545,physical,PGRMC2,O15173,BIOGRID
1034,RBBP4,Q09028,physical,LIN9,Q5TKA1,BIOGRID
1035,STAT1,P42224,physical,IRAK1,D3YTB5,BIOGRID
1036,C1orf85,A0A087WV34,physical,TUBA4A,P68366,BIOGRID
1037,IFIT3,O14879,physical,IFIT1B,Q5T764,BIOGRID
1039,MEF2D,Q14814,physical,APP,A0A0A0MRG2,BIOGRID
1041,PGK1,P00558,physical,TUBA4A,P68366,BIOGRID
