SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
AGFG1,P52594,,AP2A1,O95782,STRING
AGFG1,P52594,,ARPC5,O15511,STRING
AGFG1,P52594,,TFRC,P02786,STRING
AGFG1,P52594,,RAB5B,P61020,STRING
AGFG1,P52594,,GTPBP4,Q9BZE4,STRING
AGFG1,P52594,,RAB25,P57735,STRING
AGFG1,P52594,,CHML,P26374,STRING
AGFG1,P52594,,OPN3,Q9H1Y3,STRING
AGFG1,P52594,,SYT2,Q8N9I0,STRING
AGFG1,P52594,,GORAB,Q5T7V8,STRING
AGFG1,P52594,,SYT11,Q9BT88,STRING
AGFG1,P52594,,SNAP91,O60641,STRING
AGFG1,P52594,,SGIP1,Q9BQI5,STRING
AGFG1,P52594,,OCRL,Q01968,STRING
AGFG1,P52594,,RABL6,Q3YEC7,STRING
AGFG1,P52594,,EPS15,P42566,STRING
AGFG1,P52594,,DNM1,Q05193,STRING
AGFG1,P52594,,INPP5B,P32019,STRING
AGFG1,P52594,,SLC2A8,Q9NY64,STRING
AGFG1,P52594,,OGT,O15294,STRING
AGFG1,P52594,,RAB14,P61106,STRING
AGFG1,P52594,,SLC18A3,Q16572,STRING
AGFG1,P52594,,LDLRAP1,Q5SW96,STRING
AGFG1,P52594,,TBC1D2,Q9BYX2,STRING
AGFG1,P52594,,CTTN,Q14247,STRING
AGFG1,P52594,,TBC1D4,O60343,STRING
AGFG1,P52594,,ACTR2,P61160,STRING
AGFG1,P52594,,KIAA0319,Q5VV43,STRING
AGFG1,P52594,,SUCLA2,Q9P2R7,STRING
AGFG1,P52594,,GDI2,P50395,STRING
AGFG1,P52594,,AVP,P01185,STRING
AGFG1,P52594,,SH3GL2,Q99962,STRING
AGFG1,P52594,,ITSN1,Q15811,STRING
AGFG1,P52594,,SYT8,Q8NBV8,STRING
AGFG1,P52594,,SNX9,Q9Y5X1,STRING
AGFG1,P52594,,RABL2A,Q9UBK7,STRING
AGFG1,P52594,,PICALM,Q13492,STRING
AGFG1,P52594,,GAPVD1,Q14C86,STRING
AGFG1,P52594,,DNAJC6,O75061,STRING
AGFG1,P52594,,RABL2B,Q9UNT1,STRING
AGFG1,P52594,,RAB2B,Q8WUD1,STRING
AGFG1,P52594,,TBC1D3B,A6NDS4,STRING
AGFG1,P52594,,XPO1,O14980,STRING
AGFG1,P52594,,TF,P13726,STRING
AGFG1,P52594,,TGOLN2,O43493,STRING
AGFG1,P52594,,AAK1,Q2M2I8,STRING
RAB1A,P62820,,AGFG1,P52594,STRING
RAB6C,Q9H0N0,,AGFG1,P52594,STRING
UBA52,P62987,,CLTC,Q00610,STRING
UBA52,P62987,,AGFG1,P52594,STRING
ARPC4,P59998,,CLTC,Q00610,STRING
ARPC4,P59998,,AGFG1,P52594,STRING
SH3GL3,Q99963,,CLTC,Q00610,STRING
SH3GL3,Q99963,,AGFG1,P52594,STRING
NECAP2,Q9NVZ3,,CLTC,Q00610,STRING
NECAP2,Q9NVZ3,,AGFG1,P52594,STRING
FCHO2,Q0JRZ9,,CLTC,Q00610,STRING
FCHO2,Q0JRZ9,,AGFG1,P52594,STRING
GDI1,P31150,,RAB27A,P51159,STRING
GDI1,P31150,,AGFG1,P52594,STRING
CDKN2A,P42771,,AGFG1,P52594,STRING
EPN1,Q9Y6I3,,CLTC,Q00610,STRING
EPN1,Q9Y6I3,,AGFG1,P52594,STRING
ARRB1,P49407,,CLTC,Q00610,STRING
ARRB1,P49407,,AGFG1,P52594,STRING
SYNJ1,O43426,,CLTC,Q00610,STRING
SYNJ1,O43426,,AGFG1,P52594,STRING
RAB34,Q9BZG1,,AGFG1,P52594,STRING
AP2A2,O94973,,CLTC,Q00610,STRING
AP2A2,O94973,,AGFG1,P52594,STRING
FNBP1,Q96RU3,,CLTC,Q00610,STRING
FNBP1,Q96RU3,,AGFG1,P52594,STRING
RAB9A,P51151,,AGFG1,P52594,STRING
CD3G,P09693,,CLTC,Q00610,STRING
CD3G,P09693,,AGFG1,P52594,STRING
FZD4,Q9ULV1,,CLTC,Q00610,STRING
FZD4,Q9ULV1,,AGFG1,P52594,STRING
CLTCL1,P53675,,CLTC,Q00610,STRING
CLTCL1,P53675,,AGFG1,P52594,STRING
VTI1B,Q9UEU0,,AGFG1,P52594,STRING
LDLR,P01130,,CLTC,Q00610,STRING
LDLR,P01130,,AGFG1,P52594,STRING
ANXA4,P09525,,LGALS1,,STRING
ANXA4,P09525,,NFKB1,P19838,STRING
ANXA4,P09525,,CP,P00450,STRING
ANXA4,P09525,,RAB8A,P61006,STRING
ANXA4,P09525,,ACTG1,P63261,STRING
ANXA4,P09525,,HBB,P68871,STRING
ANXA4,P09525,,FHIT,P49789,STRING
ANXA4,P09525,,ACTB,P60709,STRING
ANXA4,P09525,,ANXA7,P20073,STRING
ANXA4,P09525,,GP2,P55259,STRING
LAMP2,P13473,,ANXA4,P09525,STRING
TUBA4A,P68366,,KIF22,Q14807,STRING
TUBA4A,P68366,,AURKA,O14965,STRING
TUBA4A,P68366,,TUBB1,Q9H4B7,STRING
TUBA4A,P68366,,MAPRE3,Q9UPY8,STRING
TUBA4A,P68366,,HIST1H3B,P68431,STRING
TUBG2,Q9NRH3,,TUBA4A,P68366,STRING
H3F3B,P84243,,TUBA4A,P68366,STRING
CCNB1,P14635,,TUBA4A,P68366,STRING
CDK4,P11802,,TUBA4A,P68366,STRING
KIF23,Q02241,,TUBA4A,P68366,STRING
KIF11,P52732,,TUBA4A,P68366,STRING
CDK17,Q00537,,TUBA4A,P68366,STRING
NDC80,O14777,,TUBA4A,P68366,STRING
AJUBA,Q96IF1,,TUBA4A,P68366,STRING
KIF18A,Q8NI77,,TUBA4A,P68366,STRING
CENPE,Q02224,,TUBA4A,P68366,STRING
CDK14,O94921,,TUBA4A,P68366,STRING
CDK2,P24941,,TUBA4A,P68366,STRING
PLK4,O00444,,TUBA4A,P68366,STRING
NUF2,Q9BZD4,,TUBA4A,P68366,STRING
CCNA2,P20248,,TUBA4A,P68366,STRING
PLK2,Q9NYY3,,TUBA4A,P68366,STRING
CDK16,Q00536,,TUBA4A,P68366,STRING
CCNB2,O95067,,TUBA4A,P68366,STRING
MAD2L1,Q13257,,TUBA4A,P68366,STRING
PLK1,P53350,,TUBA4A,P68366,STRING
MAPRE2,Q15555,,TUBA4A,P68366,STRING
TPX2,Q9ULW0,,TUBA4A,P68366,STRING
TUBA1C,Q9BQE3,,TUBA4A,P68366,STRING
KIFC2,Q96AC6,,TUBA4A,P68366,STRING
BUB1,O43683,,TUBA4A,P68366,STRING
AURKC,Q9UQB9,,KIF22,Q14807,STRING
AURKC,Q9UQB9,,CDC6,Q99741,STRING
AURKC,Q9UQB9,,MCM5,P33992,STRING
AURKC,Q9UQB9,,AURKA,O14965,STRING
AURKC,Q9UQB9,,TUBB1,Q9H4B7,STRING
AURKC,Q9UQB9,,BIRC7,Q96CA5,STRING
AURKC,Q9UQB9,,BIRC2,Q13490,STRING
AURKC,Q9UQB9,,MAPRE3,Q9UPY8,STRING
AURKC,Q9UQB9,,CCNI,Q14094,STRING
AURKC,Q9UQB9,,NCAPH,Q15003,STRING
AURKC,Q9UQB9,,DLGAP5,Q15398,STRING
AURKC,Q9UQB9,,TUBA4A,P68366,STRING
AURKC,Q9UQB9,,TUBG2,Q9NRH3,STRING
AURKC,Q9UQB9,,TUBG1,P23258,STRING
AURKC,Q9UQB9,,RRM2B,Q7LG56,STRING
AURKC,Q9UQB9,,RPA1,O95602,STRING
AURKC,Q9UQB9,,H3F3B,P84243,STRING
AURKC,Q9UQB9,,CCNA1,P78396,STRING
AURKC,Q9UQB9,,CCNB1,P14635,STRING
AURKC,Q9UQB9,,CDK4,P11802,STRING
AURKC,Q9UQB9,,ESPL1,Q14674,STRING
AURKC,Q9UQB9,,TUBB2B,Q9BVA1,STRING
AURKC,Q9UQB9,,KIF23,Q02241,STRING
AURKC,Q9UQB9,,KIF11,P52732,STRING
AURKC,Q9UQB9,,KIF20B,Q96Q89,STRING
AURKC,Q9UQB9,,CDK15,Q96Q40,STRING
AURKC,Q9UQB9,,CDK17,Q00537,STRING
AURKC,Q9UQB9,,NDC80,O14777,STRING
AURKC,Q9UQB9,,CHTF18,Q8WVB6,STRING
AURKC,Q9UQB9,,AJUBA,Q96IF1,STRING
AURKC,Q9UQB9,,KIF18A,Q8NI77,STRING
AURKC,Q9UQB9,,BIRC3,Q13489,STRING
AURKC,Q9UQB9,,TUBB4A,P04350,STRING
AURKC,Q9UQB9,,CENPE,Q02224,STRING
AURKC,Q9UQB9,,POLA2,Q14181,STRING
AURKC,Q9UQB9,,CDK6,Q00534,STRING
AURKC,Q9UQB9,,CDK14,O94921,STRING
AURKC,Q9UQB9,,MAD1L1,Q9Y6D9,STRING
AURKC,Q9UQB9,,CDK2,P24941,STRING
AURKC,Q9UQB9,,KIF2B,Q8N4N8,STRING
AURKC,Q9UQB9,,PLK4,O00444,STRING
AURKC,Q9UQB9,,NUF2,Q9BZD4,STRING
AURKC,Q9UQB9,,KLHL8,Q9P2G9,STRING
AURKC,Q9UQB9,,CCNA2,P20248,STRING
AURKC,Q9UQB9,,PLK2,Q9NYY3,STRING
AURKC,Q9UQB9,,CCNB3,Q8WWL7,STRING
AURKC,Q9UQB9,,CDK16,Q00536,STRING
AURKC,Q9UQB9,,CCNO,P22674,STRING
AURKC,Q9UQB9,,SMC2,O95347,STRING
AURKC,Q9UQB9,,BUB1B,O60566,STRING
AURKC,Q9UQB9,,CCNB2,O95067,STRING
AURKC,Q9UQB9,,PTPDC1,A2A3K4,STRING
AURKC,Q9UQB9,,KLHL10,Q6JEL2,STRING
AURKC,Q9UQB9,,RFC4,P35249,STRING
AURKC,Q9UQB9,,MAD2L1,Q13257,STRING
AURKC,Q9UQB9,,RAD21,O60216,STRING
AURKC,Q9UQB9,,KIF27,Q86VH2,STRING
AURKC,Q9UQB9,,PLK1,P53350,STRING
AURKC,Q9UQB9,,MAPRE2,Q15555,STRING
AURKC,Q9UQB9,,TPX2,Q9ULW0,STRING
AURKC,Q9UQB9,,RRM1,P23921,STRING
AURKC,Q9UQB9,,TUBA1A,Q71U36,STRING
AURKC,Q9UQB9,,TUBA1C,Q9BQE3,STRING
AURKC,Q9UQB9,,KIFC2,Q96AC6,STRING
AURKC,Q9UQB9,,BIRC5,O15392,STRING
AURKC,Q9UQB9,,BUB1,O43683,STRING
MCM7,P33993,,AURKC,Q9UQB9,STRING
CDC20,Q12834,,AURKC,Q9UQB9,STRING
REC8,O95072,,AURKC,Q9UQB9,STRING
RACGAP1,Q9H0H5,,TUBA4A,P68366,STRING
RACGAP1,Q9H0H5,,AURKC,Q9UQB9,STRING
CKS1B,P61024,,AURKC,Q9UQB9,STRING
CCNG2,Q16589,,AURKC,Q9UQB9,STRING
CDCA8,Q53HL2,,AURKC,Q9UQB9,STRING
TUBA3E,Q6PEY2,,TUBA4A,P68366,STRING
TUBA3E,Q6PEY2,,AURKC,Q9UQB9,STRING
TUBB6,Q9BUF5,,TUBA4A,P68366,STRING
TUBB6,Q9BUF5,,AURKC,Q9UQB9,STRING
TUBD1,Q9UJT1,,TUBA4A,P68366,STRING
TUBD1,Q9UJT1,,AURKC,Q9UQB9,STRING
TACC1,O75410,,AURKC,Q9UQB9,STRING
KIF15,Q9NS87,,AURKC,Q9UQB9,STRING
NCAPD2,Q15021,,AURKC,Q9UQB9,STRING
TUBA3D,Q13748,,AURKC,Q9UQB9,STRING
TACC3,Q9Y6A5,,AURKC,Q9UQB9,STRING
KIF21B,O75037,,AURKC,Q9UQB9,STRING
TUBB8,Q3ZCM7,,TUBA4A,P68366,STRING
HIST2H3D,Q71DI3,,TUBA4A,P68366,STRING
HIST2H3D,Q71DI3,,AURKC,Q9UQB9,STRING
TUBA8,Q9NY65,,TUBA4A,P68366,STRING
TUBA8,Q9NY65,,AURKC,Q9UQB9,STRING
UBL4B,Q8N7F7,,TUBA4A,P68366,STRING
UBL4B,Q8N7F7,,AURKC,Q9UQB9,STRING
TACC2,O95359,,AURKC,Q9UQB9,STRING
CDKN3,Q16667,,AURKC,Q9UQB9,STRING
TUBA1B,P68363,,TUBA4A,P68366,STRING
TUBA1B,P68363,,AURKC,Q9UQB9,STRING
CENPA,P49450,,TUBA4A,P68366,STRING
ZBTB16,Q05516,,AURKC,Q9UQB9,STRING
TUBB,P07437,,TUBA4A,P68366,STRING
TUBB,P07437,,AURKC,Q9UQB9,STRING
H3F3C,Q6NXT2,,TUBA4A,P68366,STRING
H3F3C,Q6NXT2,,AURKC,Q9UQB9,STRING
TUBB4B,P68371,,AURKC,Q9UQB9,STRING
SMC4,Q9NTJ3,,AURKC,Q9UQB9,STRING
KIF18B,Q86Y91,,TUBA4A,P68366,STRING
KIF18B,Q86Y91,,AURKC,Q9UQB9,STRING
CCNG1,P51959,,AURKC,Q9UQB9,STRING
KIF25,Q9UIL4,,TUBA4A,P68366,STRING
KIF25,Q9UIL4,,AURKC,Q9UQB9,STRING
XIAP,P98170,,AURKC,Q9UQB9,STRING
UBE2C,O00762,,AURKC,Q9UQB9,STRING
SMC1B,Q8NDV3,,AURKC,Q9UQB9,STRING
PRIM1,P49642,,AURKC,Q9UQB9,STRING
RRM2,P31350,,AURKC,Q9UQB9,STRING
SMC3,Q9UQE7,,AURKC,Q9UQB9,STRING
KIF21A,Q7Z4S6,,AURKC,Q9UQB9,STRING
CDC14A,Q9UNH5,,AURKC,Q9UQB9,STRING
HIST3H3,Q16695,,TUBA4A,P68366,STRING
HIST3H3,Q16695,,AURKC,Q9UQB9,STRING
NEK7,Q8TDX7,,AURKC,Q9UQB9,STRING
DUSP23,Q9BVJ7,,AURKC,Q9UQB9,STRING
TUBE1,Q9UJT0,,TUBA4A,P68366,STRING
TUBE1,Q9UJT0,,AURKC,Q9UQB9,STRING
BUB3,O43684,,TUBA4A,P68366,STRING
BUB3,O43684,,AURKC,Q9UQB9,STRING
TTK,P33981,,AURKC,Q9UQB9,STRING
SPO11,Q9Y5K1,,AURKC,Q9UQB9,STRING
PLK3,Q9H4B4,,TUBA4A,P68366,STRING
PLK3,Q9H4B4,,AURKC,Q9UQB9,STRING
KIF2C,Q99661,,TUBA4A,P68366,STRING
KIF2C,Q99661,,AURKC,Q9UQB9,STRING
NEK6,Q9HC98,,AURKC,Q9UQB9,STRING
KIF4A,O95239,,AURKC,Q9UQB9,STRING
CDC14B,O60729,,AURKC,Q9UQB9,STRING
MAPRE1,Q15691,,TUBA4A,P68366,STRING
MAPRE1,Q15691,,AURKC,Q9UQB9,STRING
CKS2,P33552,,AURKC,Q9UQB9,STRING
CCNI2,Q6ZMN8,,AURKC,Q9UQB9,STRING
PCNA,P12004,,AURKC,Q9UQB9,STRING
KIFC3,Q9BVG8,,TUBA4A,P68366,STRING
KIFC3,Q9BVG8,,AURKC,Q9UQB9,STRING
RFC3,P40938,,AURKC,Q9UQB9,STRING
TUBB2A,Q13885,,AURKC,Q9UQB9,STRING
TUBAL3,A6NHL2,,TUBA4A,P68366,STRING
TUBAL3,A6NHL2,,AURKC,Q9UQB9,STRING
DUT,P33316,,AURKC,Q9UQB9,STRING
THUMPD1,Q9NXG2,,AURKC,Q9UQB9,STRING
CDC20B,Q86Y33,,AURKC,Q9UQB9,STRING
KIF19,Q2TAC6,,TUBA4A,P68366,STRING
KIF19,Q2TAC6,,AURKC,Q9UQB9,STRING
CD79B,P40259,,AURKC,Q9UQB9,STRING
PRC1,O43663,,TUBA4A,P68366,STRING
PRC1,O43663,,AURKC,Q9UQB9,STRING
KIF7,Q2M1P5,,AURKC,Q9UQB9,STRING
KIF20A,O95235,,AURKC,Q9UQB9,STRING
FZR1,Q9UM11,,AURKC,Q9UQB9,STRING
CDK1,P06493,,KIF22,Q14807,STRING
CDK1,P06493,,CDC6,Q99741,STRING
CDK1,P06493,,MCM5,P33992,STRING
CDK1,P06493,,AURKA,O14965,STRING
CDK1,P06493,,TUBB1,Q9H4B7,STRING
CDK1,P06493,,CCNI,Q14094,STRING
CDK1,P06493,,NCAPH,Q15003,STRING
CDK1,P06493,,HIST1H3B,P68431,STRING
CDK1,P06493,,DLGAP5,Q15398,STRING
CDK1,P06493,,TUBA4A,P68366,STRING
CDK1,P06493,,TUBG2,Q9NRH3,STRING
CDK1,P06493,,TUBG1,P23258,STRING
CDK1,P06493,,RRM2B,Q7LG56,STRING
CDK1,P06493,,RPA1,O95602,STRING
CDK1,P06493,,H3F3B,P84243,STRING
CDK1,P06493,,CCNA1,P78396,STRING
CDK1,P06493,,CCNB1,P14635,STRING
CDK1,P06493,,CDK4,P11802,STRING
CDK1,P06493,,ESPL1,Q14674,STRING
CDK1,P06493,,TUBB2B,Q9BVA1,STRING
CDK1,P06493,,KIF23,Q02241,STRING
CDK1,P06493,,KIF11,P52732,STRING
CDK1,P06493,,KIF20B,Q96Q89,STRING
CDK1,P06493,,NDC80,O14777,STRING
CDK1,P06493,,AJUBA,Q96IF1,STRING
CDK1,P06493,,KIF18A,Q8NI77,STRING
CDK1,P06493,,SGOL1,,STRING
CDK1,P06493,,TUBB4A,P04350,STRING
CDK1,P06493,,CENPE,Q02224,STRING
CDK1,P06493,,CDK6,Q00534,STRING
CDK1,P06493,,MAD1L1,Q9Y6D9,STRING
CDK1,P06493,,CDK2,P24941,STRING
CDK1,P06493,,KIF2B,Q8N4N8,STRING
CDK1,P06493,,PLK4,O00444,STRING
CDK1,P06493,,NUF2,Q9BZD4,STRING
CDK1,P06493,,CCNA2,P20248,STRING
CDK1,P06493,,PLK2,Q9NYY3,STRING
CDK1,P06493,,CCNB3,Q8WWL7,STRING
CDK1,P06493,,CCNO,P22674,STRING
CDK1,P06493,,SMC2,O95347,STRING
CDK1,P06493,,BUB1B,O60566,STRING
CDK1,P06493,,CCNB2,O95067,STRING
CDK1,P06493,,RFC4,P35249,STRING
CDK1,P06493,,MAD2L1,Q13257,STRING
CDK1,P06493,,RAD21,O60216,STRING
CDK1,P06493,,PLK1,P53350,STRING
CDK1,P06493,,TPX2,Q9ULW0,STRING
CDK1,P06493,,RRM1,P23921,STRING
CDK1,P06493,,TUBA1A,Q71U36,STRING
CDK1,P06493,,TUBA1C,Q9BQE3,STRING
CDK1,P06493,,KIFC2,Q96AC6,STRING
CDK1,P06493,,BIRC5,O15392,STRING
CDK1,P06493,,BUB1,O43683,STRING
CDK1,P06493,,AURKC,Q9UQB9,STRING
CDK1,P06493,,MCM7,P33993,STRING
CDK1,P06493,,CDC20,Q12834,STRING
CDK1,P06493,,RACGAP1,Q9H0H5,STRING
CDK1,P06493,,CKS1B,P61024,STRING
CDK1,P06493,,CCNG2,Q16589,STRING
CDK1,P06493,,CDCA8,Q53HL2,STRING
CDK1,P06493,,TUBB6,Q9BUF5,STRING
CDK1,P06493,,KIF15,Q9NS87,STRING
CDK1,P06493,,NCAPD2,Q15021,STRING
CDK1,P06493,,TUBA3D,Q13748,STRING
CDK1,P06493,,TACC3,Q9Y6A5,STRING
CDK1,P06493,,TUBB8,Q3ZCM7,STRING
CDK1,P06493,,HIST2H3D,Q71DI3,STRING
CDK1,P06493,,UBL4B,Q8N7F7,STRING
CDK1,P06493,,CDKN3,Q16667,STRING
CDK1,P06493,,TUBA1B,P68363,STRING
CDK1,P06493,,CENPA,P49450,STRING
CDK1,P06493,,ZBTB16,Q05516,STRING
CDK1,P06493,,TUBB,P07437,STRING
CDK1,P06493,,TUBB4B,P68371,STRING
CDK1,P06493,,SMC4,Q9NTJ3,STRING
CDK1,P06493,,KIF18B,Q86Y91,STRING
CDK1,P06493,,CCNG1,P51959,STRING
CDK1,P06493,,XIAP,P98170,STRING
CDK1,P06493,,UBE2C,O00762,STRING
CDK1,P06493,,PRIM1,P49642,STRING
CDK1,P06493,,RRM2,P31350,STRING
CDK1,P06493,,SMC3,Q9UQE7,STRING
CDK1,P06493,,CDC14A,Q9UNH5,STRING
CDK1,P06493,,HIST3H3,Q16695,STRING
CDK1,P06493,,TUBE1,Q9UJT0,STRING
CDK1,P06493,,BUB3,O43684,STRING
CDK1,P06493,,TTK,P33981,STRING
CDK1,P06493,,SPO11,Q9Y5K1,STRING
CDK1,P06493,,PLK3,Q9H4B4,STRING
CDK1,P06493,,KIF2C,Q99661,STRING
CDK1,P06493,,KIF4A,O95239,STRING
CDK1,P06493,,CDC14B,O60729,STRING
CDK1,P06493,,MAPRE1,Q15691,STRING
CDK1,P06493,,CKS2,P33552,STRING
CDK1,P06493,,CCNI2,Q6ZMN8,STRING
CDK1,P06493,,PCNA,P12004,STRING
CDK1,P06493,,KIFC3,Q9BVG8,STRING
CDK1,P06493,,RFC3,P40938,STRING
CDK1,P06493,,TUBB2A,Q13885,STRING
CDK1,P06493,,DUT,P33316,STRING
CDK1,P06493,,CDC20B,Q86Y33,STRING
CDK1,P06493,,PRC1,O43663,STRING
CDK1,P06493,,INCENP,Q9NQS7,STRING
CDK1,P06493,,KIF20A,O95235,STRING
CDK1,P06493,,FZR1,Q9UM11,STRING
KIF2A,O00139,,AURKC,Q9UQB9,STRING
KIF2A,O00139,,CDK1,P06493,STRING
RAD21L1,Q9H4I0,,AURKC,Q9UQB9,STRING
KIF4B,Q2VIQ3,,AURKC,Q9UQB9,STRING
KIF4B,Q2VIQ3,,CDK1,P06493,STRING
BIRC6,Q9NR09,,AURKC,Q9UQB9,STRING
BIRC6,Q9NR09,,CDK1,P06493,STRING
KIFC1,Q9BW19,,TUBA4A,P68366,STRING
KIFC1,Q9BW19,,AURKC,Q9UQB9,STRING
KIFC1,Q9BW19,,CDK1,P06493,STRING
TOP2B,Q02880,,AURKC,Q9UQB9,STRING
TOP2B,Q02880,,CDK1,P06493,STRING
CNTD2,Q9H8S5,,AURKC,Q9UQB9,STRING
CNTD2,Q9H8S5,,CDK1,P06493,STRING
CDK3,Q00526,,TUBA4A,P68366,STRING
CDK3,Q00526,,AURKC,Q9UQB9,STRING
CDK3,Q00526,,CDK1,P06493,STRING
WEE1,P30291,,AURKC,Q9UQB9,STRING
WEE1,P30291,,CDK1,P06493,STRING
CDC45,O75419,,AURKC,Q9UQB9,STRING
CDC45,O75419,,CDK1,P06493,STRING
TOP2A,P11388,,AURKC,Q9UQB9,STRING
TOP2A,P11388,,CDK1,P06493,STRING
BIRC8,Q96P09,,AURKC,Q9UQB9,STRING
MCMDC2,Q4G0Z9,,AURKC,Q9UQB9,STRING
CDK5,Q00535,,TUBA4A,P68366,STRING
CDK5,Q00535,,AURKC,Q9UQB9,STRING
CDK5,Q00535,,CDK1,P06493,STRING
CDK18,Q07002,,AURKC,Q9UQB9,STRING
NAIP,Q13075,,AURKC,Q9UQB9,STRING
CKAP5,Q14008,,TUBA4A,P68366,STRING
CKAP5,Q14008,,AURKC,Q9UQB9,STRING
CKAP5,Q14008,,CDK1,P06493,STRING
CDCA3,Q99618,,AURKC,Q9UQB9,STRING
CDCA3,Q99618,,CDK1,P06493,STRING
TUBB3,Q13509,,AURKC,Q9UQB9,STRING
TUBB3,Q13509,,CDK1,P06493,STRING
CPEB1,Q9BZB8,,AURKC,Q9UQB9,STRING
CPEB1,Q9BZB8,,CDK1,P06493,STRING
AURKB,Q96GD4,,TUBA4A,P68366,STRING
AURKB,Q96GD4,,CDK1,P06493,STRING
PLK5,Q496M5,,TUBA4A,P68366,STRING
PLK5,Q496M5,,AURKC,Q9UQB9,STRING
PLK5,Q496M5,,CDK1,P06493,STRING
BCCIP,Q9P287,,CDK13,Q14004,STRING
BCCIP,Q9P287,,ESF1,Q9H501,STRING
BCCIP,Q9P287,,TWISTNB,Q3B726,STRING
BCCIP,Q9P287,,AATF,Q9NY61,STRING
BCCIP,Q9P287,,CCND1,P24385,STRING
BCCIP,Q9P287,,KRR1,Q13601,STRING
BCCIP,Q9P287,,BYSL,Q13895,STRING
BCCIP,Q9P287,,RRP9,O43818,STRING
BCCIP,Q9P287,,ACVR1C,Q8NER5,STRING
BCCIP,Q9P287,,RRP36,Q96EU6,STRING
BCCIP,Q9P287,,CDKN1A,P38936,STRING
BCCIP,Q9P287,,PYCARD,Q9ULZ3,STRING
BCCIP,Q9P287,,NIP7,Q9Y221,STRING
BCCIP,Q9P287,,CDK7,P50613,STRING
BCCIP,Q9P287,,CCNH,P51946,STRING
BCCIP,Q9P287,,CDK4,P11802,STRING
BCCIP,Q9P287,,CAB39,Q9Y376,STRING
BCCIP,Q9P287,,DDX56,Q9NY93,STRING
BCCIP,Q9P287,,IMP4,Q96G21,STRING
BCCIP,Q9P287,,SSB,P05455,STRING
BCCIP,Q9P287,,WDR12,Q9GZL7,STRING
BCCIP,Q9P287,,MNAT1,P51948,STRING
BCCIP,Q9P287,,CCND2,P30279,STRING
BCCIP,Q9P287,,RBM19,Q9Y4C8,STRING
BCCIP,Q9P287,,CCNT1,O60563,STRING
BCCIP,Q9P287,,DDX18,Q9NVP1,STRING
BCCIP,Q9P287,,ACVR1,Q04771,STRING
BCCIP,Q9P287,,PNO1,Q9NRX1,STRING
BCCIP,Q9P287,,CCNT2,O60583,STRING
BCCIP,Q9P287,,NOP58,Q9Y2X3,STRING
BCCIP,Q9P287,,CDK6,Q00534,STRING
BCCIP,Q9P287,,CDK14,O94921,STRING
BCCIP,Q9P287,,GTF2H1,P32780,STRING
BCCIP,Q9P287,,CDK2,P24941,STRING
BCCIP,Q9P287,,NOB1,Q9ULX3,STRING
BCCIP,Q9P287,,DDX52,Q9Y2R4,STRING
BCCIP,Q9P287,,GTF2H2,Q13888,STRING
BCCIP,Q9P287,,NHP2,Q9NX24,STRING
BCCIP,Q9P287,,ABT1,Q9ULW3,STRING
BCCIP,Q9P287,,WDR74,Q6RFH5,STRING
BCCIP,Q9P287,,RIOK2,Q9BVS4,STRING
BCCIP,Q9P287,,DHX32,Q7L7V1,STRING
BCCIP,Q9P287,,ERCC3,P19447,STRING
BCCIP,Q9P287,,CCNL1,Q9UK58,STRING
BCCIP,Q9P287,,NSA2,O95478,STRING
BCCIP,Q9P287,,TSR1,Q2NL82,STRING
BCCIP,Q9P287,,POLR1D,P0DPB5,STRING
BCCIP,Q9P287,,PA2G4,Q9UQ80,STRING
BCCIP,Q9P287,,PYDC1,Q8WXC3,STRING
BCCIP,Q9P287,,NMD3,Q96D46,STRING
BCCIP,Q9P287,,UTP23,Q9BRU9,STRING
BCCIP,Q9P287,,PRKACA,P17612,STRING
BCCIP,Q9P287,,PHKB,Q93100,STRING
BCCIP,Q9P287,,LARP7,Q4G0J3,STRING
BCCIP,Q9P287,,METTL1,Q9UBP6,STRING
BCCIP,Q9P287,,NOC2L,Q9Y3T9,STRING
BCCIP,Q9P287,,RRP7A,Q9Y3A4,STRING
BCCIP,Q9P287,,RRS1,Q15050,STRING
BCCIP,Q9P287,,ULK1,O75385,STRING
BCCIP,Q9P287,,IMP3,Q9NV31,STRING
BCCIP,Q9P287,,SETD3,Q86TU7,STRING
BCCIP,Q9P287,,SETD4,Q9NVD3,STRING
BCCIP,Q9P287,,ZNRD1,Q9P1U0,STRING
BCCIP,Q9P287,,DHX15,O43143,STRING
BCCIP,Q9P287,,GNL3L,Q9NVN8,STRING
BCCIP,Q9P287,,BRIX1,Q8TDN6,STRING
BCCIP,Q9P287,,RRP1B,Q14684,STRING
BCCIP,Q9P287,,FCF1,Q9Y324,STRING
BCCIP,Q9P287,,LYAR,Q9NX58,STRING
BCCIP,Q9P287,,DDX21,Q9NR30,STRING
BCCIP,Q9P287,,PES1,O00541,STRING
BCCIP,Q9P287,,SDAD1,Q9NVU7,STRING
BCCIP,Q9P287,,DDX47,Q9H0S4,STRING
BCCIP,Q9P287,,AKAP4,Q5JQC9,STRING
BCCIP,Q9P287,,TGFBR2,P37173,STRING
BCCIP,Q9P287,,MAK16,Q9BXY0,STRING
